微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,原始图片url,发布时间,发布工具,点赞数,转发数,评论数,发布位置
It6DPF9ub,YES梦想家了解自己,男,广东,54,1,YES梦想家了解自己:这是彭说的，才记下来的。1，勤力很重要，你要对工作投入，对工作投入，你才会有收获。     勤力的复盘，勤力的接客，你手上有客，有盘，你先至可以成交。2，基本没运气啊！靠你的工作，靠你的勤力才能做到，人的一生，基本上没运气可言。一切    要靠自己努力，才能实现。地产这一行，要靠自己啊，别人是帮唔到你。3，没输，不 认输，实践就是一本书，关键是不能懒，走出去。4，好简单，你就带个炒家过去睇，叫炒家还价，这样你就直接同个业主讲就可以了。     炒家基本上都是以价钱为主，所以如果最最重要的就是不断的复盘，倾价，讲价。    这点是关键。5，倾价，讲价，唯一方法，只有价笋，炒家才会入市，多点带炒家看楼。6，疫情之后，正常买家会有一段时间观望，或者专注一下租单，或者跟进炒家，该租的人还是要租，只有价格笋，炒家还是会入市，炒家不受影响。 ,2020-02-07 16:33,0,0,0
It6DOcgW8,花山检察,男,安徽,161,1611,花山检察:#马鞍山战疫# 【当涂增设疫情查控点 这些路段实行交通管制】2月7日，记者从当涂县新型冠状病毒感染的肺炎疫情防控应急指挥部获悉，该县在现有县域疫情查控点的基础上，对县城周边部分交通道口新增疫情查控点，加强车辆人员管控。参与疫情防控、医疗救护、应急救援、民生保障等工作的车辆和人员优先通行。（马鞍山发布） 原图 ,2020-02-07 16:33,3,2,1
It6DKCdyR,不等了昂仅而,女,北京,293,191,不等了昂仅而:#战疫公开课#当所有喷子都打着爱国的旗号，占据舆论时，急需被扩散和普及的疫情信息与防控知识都被淹没了。不知不觉中，大家淡忘了对疫情的抗击，却集中精力把矛头对准（争分夺秒创造救治条件）的政府和国家，帮助“别有用心”的“共情”人士，加速疫情的蔓延，减缓救治速度，拖延对抗疫情的周期👏👏 ,2020-02-07 16:33,0,0,0
It6DF0Tqx,中国甘南网,男,甘肃,742,81952,中国甘南网:#甘南众志成城抗击疫情##疫情防控甘南在行动# 风雪中的坚守一场突如其来的疫情防控阻击战在中华大地骤然打响他们没有誓师会、没有请战书他们没有医师资格证、执法证只有一张张居民和村民熟悉的面孔一个通知就离开了温暖的家在家人的牵挂中义无反顾踏上征程默默地寻找疫区返乡人员排查密切接触人员宣传防疫健康小知识更是冲在前、奋战在疫情防控最前沿 http://t.cn/R2WxQbH 显示地图 [组图共9张] 原图 ,2020-02-07 16:33,0,0,0
It7zIp1d8,要一杯奶茶全糖去冰,女,广西,271,600,要一杯奶茶全糖去冰:希望疫情快点过去吧🙏🙏  [组图共4张] 原图 ,2020-02-07 18:56,5,0,1
It7xdBLX4,新时代车间女工杨姐,女,贵州,176,244,新时代车间女工杨姐:我的贫困户对我好好哦，好感动。今年从大年三十到正月十五都是在单位过的，忙疫情防控、忙脱贫攻坚，各种加班。但是每次节日这天包保的贫困户都会邀请我去他们家过年，吃团圆饭，真的好感动哦。今天正月十四，这里的风俗就是在今天过元宵节，虽然我只能在单位宿舍给自己煮一碗面吃，但是，我一想到他们的关心，我就好高兴啊 原图 ,2020-02-07 18:50,4,0,2
It7vAee0T,柚柚莓柑己,女,湖北,94,18,柚柚莓柑己:不是这次疫情，我都不知道这家美睫店的材料是真滴好不辣眼，超自然，还持久当时说一个月就会掉完，我每天洗脸还小心翼翼，后来忘记了就胡乱的搓，到今天发现，除了我自己自然掉落的，怎么还粘的好好啊根根分明我又舍不得拔，然后开始用剪刀把前面剪掉。。。。。指甲，剪掉了，还好没烫发 ,2020-02-07 18:46,0,0,0
It7opvrnw,倒霉快滚开,女,其他,27,3,倒霉快滚开:马上到十五了，原本期待的焰火晚会也是没可能了……不仅因为疫情，而且据说因为空气质量不好，官方出了禁放通知。怎么说呢，我其实是坚定的支持放鞭炮的一方……这几天刷微博，时常看到有本地微博吐槽空气质量……我觉得这个东西吧，不能全怪过年放炮……中国过年放炮的历史几千年了，没听说因为这个造成啥过分的影响。再往近比，非过年的几个月份，空气没有雾霾吗？再者，现在过年的气氛，比个舶来品圣诞节不知道差的多远。再不放点炮。还剩啥了？ ,2020-02-07 18:28,1,0,0
It7ontIy2,好孕手册,女,上海,53,43,好孕手册:我们将如何战胜新型冠状病毒？疫情持续到现在，已经开始进入白热化阶段，后续的疫情如何发展，全看现阶段是否严防死守。越是紧要关头，越不能放松警惕，大家都忍住这一时，疫情也许就会过去！借用华山医院感染科主任张文宏的一句话：我们每一位都是战士，在家不是隔离，而是战斗，只要两个星期，我们就能把病毒闷死！闷死它！加油，胜利终将属于我们。 原图 ,2020-02-07 18:28,0,0,0
It7oe19jM,洛阳电视新闻,男,河南,176,63890,洛阳电视新闻:#爱心企业捐款2300万元 支持洛阳市应急救治中心项目建设#疫情无情人有情。在我市全面抗击新型冠状病毒肆虐的攻坚阶段，今天下午，河南大张实业有限公司、洛阳凯瑞企业集团有限公司分别向正在建设中的洛阳市应急救治中心项目捐款1300万和1000万元，支持项目建设。专款用于项目施工建设，为我市打赢疫情防控阻击战贡献力量。两个企业的负责人表示，作为洛阳本土的民营企业 ，在这次国家出现这么大的疫情灾难的时候，他们责无旁贷。眼下，洛阳市应急救治中心项目建设有序推进，已完成130间新建病房的框架拼装，45间病房的水电安装，1、2号病房楼的排水施工，老病房的改造也已进入保洁阶段，9日项目建设完工并交付使用。（洛阳广电融媒记者：张庚 范治乾 通讯员 谢向阳） http://t.cn/Rf37NIb http://t.cn/Rf37NIb 显示地图 [组图共2张] 原图 ,2020-02-07 18:27,2,1,0
It7ocxp1A,快兰斯24小时财经直播,女,海外,535,506059,快兰斯24小时财经直播:实时播报：【钟南山：疫情拐点还未到来】据南方日报，2月7日下午，钟南山院士在参加广东省卫生健康委员召开的会议，并对疫情相关热点问题接受了记者采访。他表示，目前疫情并未到达拐点，关键仍要做好早发现、早隔离。对于药物研发，他表示，有一些药物是有苗头的，但效果如何还需要观察，如今这些病人特别是重症的或者危重症的，最主要的治疗方式还是生命支持。 ,2020-02-07 18:27,4,8,3
It7obiTa7,太原贴吧,女,山西,382,262234,太原贴吧:#山西爆料#【山西：男子拒绝防控登记 将门卫顶车盖绕行小区】2月3日，山西忻州原平市某小区业主王某驾车进入小区时，疫情防控人员史某某、张某某要求其进行登记，王某拒不配合，想驾车离开，史某某无奈趴在车前盖上，王某驾车拖带史某某绕小区进出通道行驶一圈后，在门口处停车。该行为导致史某某受到惊吓，造成小区秩序混乱，影响疫情防控工作的正常开展。2月4日，王某被当地警方刑事拘留。 via. http://t.cn/A6P3mZNr http://t.cn/R2fG8Er 显示地图 ,2020-02-07 18:27,54,6,28
It7o7eJv8,伊金霍洛发布,男,内蒙古,318,70639,伊金霍洛发布:#最新疫情地图# 【#钟南山建议医护人员适当轮休#并规范防护】#如何保证一线医护人员健康#？钟南山：首先，需要很规范的防护。这点上我们是有教训的，由于没有或忽视规范防护，一线医护人员病倒，这造成很多工作的被动。另外，建议各个地方给医护人员提供轮休机会，因为过度疲劳更易感。（总台央视记者陈旭婷） #新型冠状病毒##致敬疫情前线医护人员#  http://t.cn/A6PdIJ2W ,2020-02-07 18:27,1,0,0
It7o053wJ,别搞我实验室,女,北京,135,1116748,别搞我实验室:【实验室疫情播报】如果人类与动物交换身体，这个世界又是怎样的一番模样，看完我吓得一身冷汗。其实一切都是人类的作死，你们知道么，穿山甲其实也是这次病毒的中间宿主，真的不要再吃野生动物了，但是患难见真情，一个10岁小女孩在警局门口的举动，感动了上万网友。详情请看视频。#武汉加油##穿山甲#http://t.cn/A6PdMUM5 ,2020-02-07 18:27,14,3,3
It7nXasoi,金山传播,男,上海,785,98780,金山传播:【战疫期间的最美约会：#抗疫护士与男友隔门告白#】 “我看看你的脸，现在好点了吗？”“好多了，就是还留了一个小伤口。” “我想抱抱你。”“我也想抱抱你”…4日晚，浙大四院感染楼，一对恋人隔着玻璃通过手机通话，这是他们11天以来的第一次见面。 突如其来的疫情，让他们取消了2月14日登记结婚的计划，如今也有了甜蜜的约定：等疫情结束，第一件事情就是去领结婚证。http://t.cn/A6Pu5ctr #现在恋爱见一面真难# ,2020-02-07 18:27,54,1,0
It7nUss7d,合肥交通运输,男,安徽,12,4446,合肥交通运输:【合肥市严厉打击防疫期间非法客运经营行为】为加大打击力度，市运管处对疫情防控期间查获的城际非法经营班线客运，将依法按上限予以罚款10万元的行政处罚；对在市内从事非法客运的车辆，将依法按上限予以罚款2万元的行政处罚。同时，为加强源头管理，市运管处将把违法违规的车辆及人员信息抄告其户籍所在地疫情防控指挥部，督促采取联合惩戒措施。详情请见http://t.cn/A6PdMLfH 原图 ,2020-02-07 18:27,0,0,1
It7nTz97w,江南时报,男,江苏,611,2265397,江南时报:【提醒！除部分诊疗项目外 南京各大医院正常开放 #急症患者仍可正常就医#】近日，为加强疫情防控，南京多家医院都暂停了眼科、口腔科等门诊。南京口腔医院都只保留急性牙痛、牙外伤、口腔颌面外伤和感染等急症诊疗。眼科医生提醒，眼部出现眼睛红、出血、视力突然下降三大急症需就医。http://t.cn/A6PrZPF7 ,2020-02-07 18:27,0,0,0
It7nT1JVF,官渡政务服务中心,男,云南,100,657,官渡政务服务中心:立春日，云南广播电视台推出原创抗疫公益MV《生命之春》，致敬所有奋战在抗击疫情一线的英雄，致敬寒夜里互相温暖坚强前行的我们，致敬苦难中自强不屈屹然挺起的中国脊梁，提振众志成城战“疫”必胜的信心，唱出了人们的期待：樱花会开，春天会来。　　当人类遭遇灾难时，每首好的公益歌曲都是精神捐助。虽然《生命之春》没有大牌明星，只是由8名群众喜爱的云南广播电视台的主持人演唱，但同样打动人心，而且让人感到更接地气。正像他们所唱的：守护春天，守护家园，守护大爱天地间，一路同行，一路相伴，风雨过后春更暖。可谓道出了人们打赢疫情防控阻击战的心声。　　公益歌曲激励心灵，承载着人类不屈不挠的精神，它的魅力还在于能真正地帮助人类，不仅提供了感官享受，更是承载一定的社会责任感，并激发起人们抗灾的斗志，增添未来的信心。　　更可喜的是，公益歌曲也激发了基层群众创作热情和战胜疫情的信心。2月4日，昆明呈贡区斗南学校党总支董洪伟老师和大理州实验中学的杨斌老师联合创作了抗击新型冠状病毒公益歌曲《相信你》，这首生命的赞歌，以优美的旋律，动人的歌词，记录了抗疫一线的感人故事，弘扬人间真情，讴歌大爱无垠，提振社会信心，为打赢疫情防控阻击战注入强大正能量。　　像云南一样，全国各地都掀起了一股公益歌曲抗疫热潮。自1月29日咪咕音乐联合百家行业机构发起 “用音乐传递爱战疫倡议书”后，每天都有公益歌曲、音视频作品上线，备受社会关注。截至2月3日18点，已经有157个音乐行业机构加入联合倡议，征集到92首公益歌曲及音视频作品。《武汉伢》《我们的旗帜》《藏不住的微笑》《再一次！勇敢前行》《我们一定会胜利》等众多鼓舞人心的抗疫作品，先后上线。与此同时，网友的暖心评论与加油祝福，原创与改编的音视频作品，也都汇成爱的声援鼓舞人们携手前行。“春天已经在路上，让我们一起加油，共渡难关！”　　文艺是民族精神的火炬，是凝聚力量的号角。在灾难面前，文艺的力量，如同一道光芒，会带给人们温暖和信心。樱花会开，需要先修剪浇水。春天会来，也要先强身健体，养阳防风。让我们以歌声为援，管住自己，保护别人，相互鼓励，汇聚更多同舟共济的力量，尽快打赢这场疫情防控阻击战。 ,2020-02-07 18:27,0,0,0
It7nSo9HJ,渭南检察,男,陕西,569,16287,渭南检察:#防控新型冠状病毒肺炎#【“硬核”防控，公众该如何响应】小区等实行封闭式管理、非涉及生活必需公共场所一律关闭、进入营业场所测量体温……全国多地都颁布了类似的防控措施，对疫情严防死守。在防控疫情的非常时期，采取这些非常措施十分必要。那么，公众该如何响应？如果违反，需要承担哪些法律责任？ http://t.cn/A6Prlzyt ,2020-02-07 18:27,6,8,8
It7nRuM2i,普明慈善基金会,女,其他,11,6,普明慈善基金会:#抗击新型肺炎企业公益在行动# 连日来，新冠肺炎疫情时刻牵动全国同胞的心。目前已经蔓延到全国多地，各地防疫物资告急的求助已经从湖北外延自广东、浙江、河北等地。无锡观宗讲寺联合无锡普明慈善基金会展开疫情重灾区医护人员、公安民警、交警、社区等一线工作人员提供公益援助，捐赠物资有口罩、消毒液、隔离服、医用手套、食品等。🙏🙏 http://t.cn/A6PdM241 ,2020-02-07 18:27,0,1,0
It7nRg74H,我爱啵儿一个,女,陕西,117,36,我爱啵儿一个:为什么现在退机票还收手续费，机票从2月3号开始被动改签两次，最后航班取消，又重新买了2月10号的，却被告知不能返回西安，我就想问下，这种情况下不是主观原因为什么退机票还要手续费，明明看的民航局说1月24号后的都可以退，但是东方航空的却是1月28日前才能免费退，到底你们谁说了算，打了东方航空和携程的客服说让上传因疫情不能返回的证明，结果页面根本无法上传图片，然后再打携程客服就再也打不通了，我就想问下这种被迫退票的情况是不是就应该自认倒霉？@携程旅行网 @中国东方航空 @中国民航网 @华商报 @西安身边事 http://t.cn/z8RMqjR 显示地图 ,2020-02-07 18:27,0,0,0
It7nOgztB,靖西市人民政府,男,广西,142,4030,靖西市人民政府:靖西市人民政府关于新型冠状病毒感染的肺炎疫情防控工作的通告（七） 为坚决打赢新型冠状病毒感染的肺炎疫情防控阻击战，确保人民群众生命安全和身体健康，经研究，决定关闭我市境内部分高速公路出入口，现通告如下：自2020年2月7日00:00时起，境内暂时关闭化峒、通灵、地州、上坝、禄峒、三合等6个高速公路出入口（恢复时间另行通知），仅保留靖西（亮表）、武平、龙邦等3个高速公路出入口。请广大群众合理安排出行路线。特此通告靖西市人民政府                                             2020年2月6日 原图 ,2020-02-07 18:26,1,1,3
It7nNnf0f,辽宁日报,男,辽宁,104,2017375,辽宁日报:【辽宁女企协会员抗“疫”捐款1700多万元】疫情当前，我省各级妇联充分调动妇联执委、女企业家等力量，捐款捐物共同抗击疫情。截至2月6日，我省女企协会员共捐款1700多万元，其中，省女企业家协会，沈阳、鞍山、抚顺、锦州等地女企业家协会共筹集捐款140.5万元和许多医用物资，各市女企协会会员共捐款1600万元。丹东市妇联执委、天皓净化材料有限公司董事长冀艳芹向政府申请提前开工，研制防护口罩，每日生产2000片并无偿提供给防疫一线。阜新市各级妇联执委积极参与“我是执委我承诺”活动，承诺以身作则做好自护，积极参与联防联控。朝阳市妇联兼职副主席、朝阳广硕牧业有限公司总经理李晓波，市妇联执委、建平县红旭农产品加工有限公司董事长庄丽红，朝阳县新发永业电子商务公司总经理王颖分别为疫区无偿提供有机猪肉2吨、有机小米30吨，为村民无偿提供口罩和消毒液。辽中区妇联兼职副主席于东霞紧急制作并向医护人员捐赠价值6000余元的五味子膏。沈阳市女企协为武汉累计捐款27.22万元。大连市妇女儿童基金会已收到捐款22.928万元。大杨集团向普兰店区慈善总会捐赠1000万元、罕王集团董事长杨敏捐款500万。抚顺市妇联发起“战‘疫’行动 巾帼‘益’起来”活动，已收到女企业家、优秀女性等捐赠款物72万元。铁岭银州区妇联女企业家商会筹集1.98万元，用于购买口罩等物品。 [组图共3张] 原图 ,2020-02-07 18:26,10,4,0
It7nNncy7,最美小营,男,浙江,97,472,最美小营:【党员奋战一线，危险时刻显担当】打赢疫情防控阻击战，重点在基层、难点在基层，最大的力量也在基层。在这场疫情防控“大考”面前，小营街道党工委充分发挥机关党员、社工干部、志愿者等基层力量，在疫情防控中开展“亮身份、当先锋、做表率”行动，构建横到边、纵到底、全覆盖、无死角的疫情防控网络。 http://t.cn/EvSFPbk 显示地图 [组图共4张] 原图 ,2020-02-07 18:26,4,0,0
It7nMtUbP,墨染留声,女,甘肃,793,966,墨染留声:#武汉人朱一龙为同胞加油# #朱一龙用武汉话为家乡加油# #武汉你好吗# 你好吗？你在哪？最熟悉的两句问候，如今是我们最深切的表达。一首歌的力量很小，诉不尽你我心中的万千牵挂；一首歌的力量很大，跨越遥远距离倾诉心里的话。感谢每一个为武汉做出牺牲的人，感谢每一位在疫情中逆行的英雄，感谢每一份素未谋面的爱心善举，感谢每一声温暖有力的武汉加油。很骄傲我们是电影人，即使身在远方，也能用影像和音乐为你们送去鼓舞，我们的家，我们共同守护。武汉，你好吗？http://t.cn/A6PpYtYO ,2020-02-07 18:26,1,0,6
It7nMdP2N,郭天一律师,男,湖北,48,126,郭天一律师:道德绑架和契约精神    新一轮的“倡议房东减房租”与当年的“打土豪分田地”口号颇为相似。    疫情之初，房东主动为租客减免房租的新闻被曝光后，以王前首富为代表的众富豪开始效仿，然后各种民间协会倡议倡导，富豪的行为被强加给了一些小房东。一时间，不减，就是不仁！不免，就是不义！    这种倡议，虽不具备法律强制力，但很容易被租客作为让房东让步的依据，有一种“道德绑架”之嫌，可以说开了个坏头。这年头，谁容易啊？也许相对租客来说，躺枪的房东算是有钱、有资产的人，但是，他们也是疫情的受害者，也需要继续还房贷。如果按照这种逻辑，租客要求减免房租，房东要求银行减免按揭贷款，银行要求储户减免本金和利息……其实，《合同法》第十三章用专门的章节规定了租赁合同的权利义务。别老是想着让房东减免房租了，按合同约定履行，才是保护交易安全，促进市场有序、健康发展的根本！这是契约精神。    不搞道德绑架，践行契约精神，这样才不至于割裂这个社会。多一些理解与包容吧，毕竟，地主家的余粮也不多了！    #我要上头条# ,2020-02-07 18:26,0,0,0
It7nLiTMz,渭南检察,男,陕西,569,16287,渭南检察:【对“涉疫”经济犯罪应从严追究刑事责任】出售“天价”口罩，哄抬消毒液等物价，生产、销售假药和劣质医疗器材……在#防控新型冠状病毒肺炎#的非常时期，对于重大疫情防控期间发生的涉疫经济犯罪，应追究刑事责任。检察机关应当能动地履行立案侦查监督和审查起诉职能。#检察机关众志成城抗疫情# http://t.cn/A6Pre1CL ,2020-02-07 18:26,7,8,8
It7nJhJjv,第一新闻,女,陕西,1367,4214496,第一新闻:【2月7日起来陕返陕人员须扫二维码填报健康信息】省应对新型冠状病毒感染肺炎疫情工作领导小组办公室印发《紧急通知》，要求自2月7日起，来陕返陕人员须扫二维码填报个人健康信息，拒绝填报的严禁其进入陕西境内，情节严重的移交相关部门处理。各单位要在来陕公共交通工具、道路旁设置宣传内容，并在公路、航空、铁路等出口处设置（张贴）二维码，方便来陕返陕人员及时刷码填报。公路检查点、火车站（高铁站）、机场等工作人员现场查验二维码，未填报的要求现场填报，无填报条件的按照有关要求填报《旅客健康信息登记表》。所有通过公路、航空、铁路到达陕西的人员须按要求如实填报，填报截止时间另行通知。（记者：魏佳）#防控肺炎陕西在行动# [组图共2张] 原图 ,2020-02-07 18:26,2,0,0
It7nIFKVw,包头晚报,男,内蒙古,52,540424,包头晚报:【关于将G6高速公路包钢出口作为货运应急车辆通道的通告】按照自治区肺炎防控工作指挥部《关于做好疏堵保畅工作的紧急通知》要求，为确保群众生活必需品和电煤、油品、液化石油气、粮食、矿石等重要生产物资的有序供给，经市防控工作指挥部研究同意，从2020年2月8日零时起，将G6高速公路包钢出口作为货运应急车辆通道，请有关车辆及人员积极配合工作人员进行体温检测。对内蒙古自治区以外车辆，特别是湖北省牌照车辆进出包头市，在测温同时需做好登记，请广大群众予以理解，并积极配合做好疫情防控工作。包头市新型冠状病毒感染肺炎防控工作指挥部2020年2月7日 ,2020-02-07 18:26,4,0,0
It7nGl865,云南法制报,男,云南,516,131098,云南法制报:“监区卫士”+“白衣战士”这一家五口并肩战“疫”鼠年之初，新型肺炎疫情来势汹汹，让人措手不及，许多的人，心怀使命，为了更多人的安宁和幸福，在春节这个举家团圆的日子，与亲人告别，奔赴岗位，令无数人动容落泪。　　“爸爸妈妈，你们啥时候回来呀”　　孩子一声接一声地问着，沙哑的声音像刀一样扎在张涛心上，让他红了眼眶，可他无法回答孩子的问题。　　孩子还小，不明白为啥父母不在家，不明白疫情有多危险。他只知道，爸爸妈妈又失约了。　　“家里只有岳母和3个小孩，孩子经常哭着闹着就睡着了。”张涛说，“不过单位更需要我。没有‘大家’，哪来‘小家’......”　　张涛是玉溪监狱五监区副监区长，她的妻子小谢是玉溪市第三人民医院呼吸科医生。2人平日聚少离多，孩子基本交由家里老人照管。..... http://t.cn/A6PdIDsQ [组图共2张] 原图 ,2020-02-07 18:26,0,0,0
It7nGl5vD,吉林省桦甸市八道河子镇,女,其他,82,134,吉林省桦甸市八道河子镇:八道河子镇关于进一步加强对车辆、人员严格管控的通告为全力做好新型冠状病毒感染的肺炎疫情防控工作，减少人员流动、疫情传播，保证人民群众身体健康和生命安全，经八道河子镇疫情防控领导小组决定，从即日起八道河子镇全域实行严格管控，现通告如下：一、车辆管控   1.除物资供给车辆、公务车、押运车、医护车、消杀防疫车等，其它车辆禁止进入本辖区。2.本镇车辆如特殊情况需出入的，必须由村委会开具证明，小区居民须出具本社区证明，否则卡点不予放行。3.镇区企事业单位车辆需到镇政府开具临时通行证便于工作人员核查。二、人员管控   1.本辖区外省返乡人员（含长春等省内疫区）禁止进入，确需回镇居住的，在测量体温合格后，通知村、社区统一进行居家隔离。   2.居家隔离管控人员在未解除隔离时限期间擅自离开指定活动区域的，由公安机关按照有关规定采取强制措施。   3.对离开本辖区的人员，在疫情防控期间，禁止返回本辖区。4.元宵节期间，禁止外来人员、未出隔离期人员及非本村人员进行上坟、送灯等祭祀活动。5.村屯居民入镇采购日用品须以屯为单位，根据村实际情况设立固定人员持介绍信进行入镇采购6.通过本镇卡点的镇域居民出行必须携带身份证。  三、对拒不听从工作人员管理劝阻、寻衅滋事的，由公安机关严厉打击。对涉及党员干部和公职人员的严肃追责。  四、镇村两级干部、党员、居民小组长、村民代表要充分发挥带头作用，管好自己、家人及亲属，并劝导居民按要求不出门、不上街、不串门、不聚集。  五、管控措施自发布之日起施行，解除时间视疫情防控形势发展情况另行通知。 八道河子镇新型冠状病毒防控工作领导小组                                      2020年2月7日 http://t.cn/R2WxCwE 显示地图 ,2020-02-07 18:26,0,0,0
It7nDlO3g,福清新闻网,男,福建,100,3279,福清新闻网:【团市委组织志愿者深入防控一线送温暖】#防控新型冠状病毒感染的肺炎，福清在行动# 2月3日，团市委组织青年志愿者来到疫情防控一线，慰问日夜奋战的工作人员。当天，志愿者们提前熬了几锅姜汤，并带着面包、牛奶等200余份慰问品，先后送往福清市医院新传染病区项目现场和沈海高速公路宏路进出口、高山进出口以及部分镇村路口，向坚守疫情防控一线人员表达敬意和问候。同时，团市委还向福州团市委申领了2000个口罩，发放给福清市医院新传染病区项目施工人员。全市各基层团组织也结合各地实际，组织志愿者为各处一线值守人员送去各类慰问物资，让大家感受团组织的关心和温暖。 ,2020-02-07 18:26,1,0,0
It7nBxxvH,挪威驻上海总领事馆,女,上海,227,19638,挪威驻上海总领事馆:来自挪威学术界的问候：近期，#挪威科技大学# 校长Anne Borg给中国校友发出了一封信。“新型冠状病毒（2019-nCoV）不幸在中国爆发已导致超过2万8千人感染。我们与NTNU在校的中国籍员工和学生一道深切的关注疫情。我谨代表学校向受病毒影响的中国人民特别是在中国的广大校友表示最深切的同情。我们希望情况将有会改善，疫情会尽快的得到有效的遏制。”http://t.cn/A6PdMham http://t.cn/RPTrLDc 显示地图 原图 ,2020-02-07 18:26,20,3,2
It7nB1aEf,重庆事365,女,重庆,307,22511,重庆事365:#重庆[超话]##重庆爆料# 【重庆火锅外卖畅销，老板一天送200单[吃惊]】2020年2月5日，重庆渝北，肖茂竹是一家火锅店老板，曾参加过多次抗震救灾行动。此次疫情期间他自己当骑手做起了火锅外卖，每天从早忙到晚，可送两百多单。顾客下楼取餐，激动地说：憋了十几天了，太想念火锅了。怎么都不能抵挡重庆人民对火锅的热爱 via:http://t.cn/A6PuB0ml ,2020-02-07 18:26,6,1,4
It7nwgLHz,洛阳电视新闻,男,河南,176,63890,洛阳电视新闻:#科学防控小讲堂：三步教您正确配制“家庭版”84消毒液#随着疫情的发展，84消毒液成为很多公共场所、单位、家庭卫生消毒的首选。那我们怎样正确使用84消毒液，从而达到消杀细菌以及病毒的效果呢？洛阳市妇幼保健院主管护师王丽丽现场演示了“家庭版”84消毒液的稀释、配比方法。【准备阶段】需要准备的物品有84消毒液、500毫升的矿泉水瓶子一个、塑料盆、一次性塑料手套。【配置阶段】步骤一：在塑料盆中倒入入两瓶自来水，约1000毫升。注意：塑料瓶盛水时不要太满。步骤二：用矿泉水瓶盖取两瓶盖84消毒液，倒入塑料盆中。84消毒液倒至瓶盖时不要太满，与瓶盖内侧最上一圈螺纹平齐即可。注意：84消毒液具有一定的腐蚀性，一定要佩戴一次性塑料手套做好个人防护。步骤三：晃动塑料盆，浓度约为500mg/L的含氯消毒剂就配置完成了。【使用阶段】家庭版消毒剂应现用现配，一次性使用，切勿使用50°以上热水稀释。 河南省药学会妇儿学组委员、洛阳市妇幼保健院副主任药师靳蓉提醒说，84消毒液是我们常见的含氯的消毒制剂，它能够有效的杀灭环境中常见的一些病原体，对目前防控的新型冠状病毒，84消毒液的消杀作用是比较好的。但是，由于84消毒液有一定刺激性，室内大面积喷洒消毒剂后，一定要开窗通风。洛阳市妇幼保健院主管护师王丽丽提醒说，配制好的84消毒剂一定要单独使用，不能随意混用。不同消毒剂有不同成分，混合使用，易发生化学反应，产生有毒气体。比如84消毒液与洁厕剂混合，会产生大量有毒气体氯气，刺激人体气管、肺部。（洛阳广电融媒记者:石莹） http://t.cn/Rf37NIb http://t.cn/A6PdMv0w 显示地图 ,2020-02-07 18:26,28,23,0
It7nvENun,蚌埠门户生活,男,安徽,145,12753,蚌埠门户生活:#蚌埠爆料# 【泪奔！蚌埠一名社区工作人员写在凌晨一点多的一段话，很感人！】时间已是凌晨1：34分了，躺在床上却怎么也睡不着，脑海里翻腾的依旧是白天去小区值守时遇到的居民给我们出的各种各样的难题，说实话此刻再次重温，心里确实不是滋味，想着想着，眼泪就不受控制的往外流，这泪水有委屈，但我想可能更多的是痛心吧。痛什么？痛我们的国家此刻正在遭受困难，痛我们的人民此刻正在遭受困难，更痛我们还有很多人在当前如此严峻的疫情面前的麻木不仁。         我在今天的值守过程中，面对在家呆不住的居民，我们站在寒风里不停地劝阻，有的居民很配合，经过我们耐心的劝阻就返家的，而有的居民却站在大门口，对我们指责、谩骂、耍赖、威胁……这段时间我们成了居民的出气筒，听着难听的指责和谩骂，我们确实也会生气，但我们知道我们肩上的责任，我们把委屈放在心里，把眼泪流在人后，依然用微笑和柔情进行劝阻，在这国难当头的时刻，我们有责任，也有义务冲在防疫的最基层，虽受尽委屈但绝不能退缩。         真心的向广大居民呼吁：国家有难，咱不添乱，居家不外出就是对祖国做出的最大贡献。我们是中国的国民，我们享受着祖国给咱的和平时代，享受着党给咱们的幸福生活，所以在这个全民众志成城，抗击疫情的关键时刻，我们要懂得配合和感恩。实在呆不住的时候，请您想想此时此刻那些奋战在疫情第一线的战士们，想想那些默默为防疫工作做些奉献的基层党员干部们，他们也有家，有孩子。有老人，他们也是儿子，女儿和父母，此时此刻，他们为了老百姓的安危，抛下年迈的父母，放下年幼的孩子，不顾生命危险渡过一个有一个不眠的白天与黑夜。您也许会说，那是他们的工作，是他们的义务和责任，是他们应该干的事，是的，这是他们的工作责任和义务，但是您作为咱中国的公民，您又是否有责任和义务呢？让我们换位思考，如果奋战在最危险的战士。奋战在最基层的干部是您的孩子呢？您还是否狠心指责他们，您还是否狠心为难他们？请把我们这些全力奋战的战士们当您的孩子吧，我们多想回到温暖的家孝敬老人，照顾孩子，可我们却不能像您一样宅在家里。        我真心的呼吁广大的年轻朋友，管好家里的老人和孩子，告诉他们不要再以“我要去散步”“我要买包烟”“我要买猫粮”这样的理由出门，给他们讲讲疫情的严峻，给他们说说我们这些防疫战士的不易，让他们好好待在家里，不要去给社会添乱，不要去和您家门口的站在寒风里的防疫一线的人添乱 ,2020-02-07 18:26,6,4,2
